Time,roll,pitch,yaw,Accel_x,Accel_y,Accel_z,Gyro_x,Gyro_y,Gyro_z,Compass_x,Compass_y,Compass_z
0.0011098384857177734,-1.5845936421592033,8.895485549541927,-15.914699351061135,-0.15050165355205536,-0.02659040503203869,0.9612114429473877,-0.0008798763155937195,-0.015967125073075294,-0.000561536755412817,10.04431438446045,2.8780651092529297,3.1018426418304443
0.012451887130737305,-1.5903765712303826,8.883624072274554,-15.92780648407839,-0.149786114692688,-0.031214823946356773,0.9618968963623047,-0.00033938512206077576,-0.016101665794849396,-0.0010672961361706257,17.40387725830078,5.180517196655273,5.721128940582275
0.0237579345703125,-1.591161616098111,8.870281297730935,-15.944029890904464,-0.1488320678472519,-0.027052847668528557,0.9646386504173279,-0.00033120810985565186,-0.016232963651418686,-0.0025994498282670975,23.291528701782227,7.022479057312012,7.816558361053467
0.035077810287475586,-1.5926759971031497,8.857715457205403,-15.957073844671894,-0.1488320678472519,-0.028440173715353012,0.963496208190918,0.0007153525948524475,-0.015841808170080185,-0.00045965006574988365,28.3395938873291,8.496047973632812,9.768526077270508
0.04638481140136719,-1.5923983072247063,8.84608193750158,-15.968454647376428,-0.1488320678472519,-0.02659040503203869,0.9630392789840698,0.00017882511019706726,-0.014940787106752396,-0.000967864878475666,32.37804412841797,9.674903869628906,11.330101013183594
0.05768299102783203,-1.593258911060128,8.8357137103415,-15.984225554169988,-0.15026314556598663,-0.02728406898677349,0.9639531970024109,-0.0003447718918323517,-0.015619350597262383,-0.0009445426985621452,35.60880661010742,10.79746150970459,12.441548347473145
0.06897687911987305,-1.5954036971812178,8.827040223869231,-16.002796838523253,-0.15074016153812408,-0.028440173715353012,0.964181661605835,-0.0003364644944667816,-0.014204399660229683,-0.0004024920053780079,38.193416595458984,11.695508003234863,13.330705642700195
0.08026385307312012,-1.5959658004055686,8.812953812479725,-16.023586226809478,-0.14644692838191986,-0.02728406898677349,0.9628108143806458,0.00019093230366706848,-0.015419996343553066,-0.0014313743449747562,40.261104583740234,12.413945198059082,14.17984390258789
0.09156084060668945,-1.597061405437121,8.800710698392477,-16.044729077385252,-0.14716246724128723,-0.02728406898677349,0.964181661605835,-0.0008522458374500275,-0.014009849168360233,-0.00035830214619636536,41.915252685546875,12.988694190979004,14.85915470123291
0.10285592079162598,-1.5982873176714325,8.790523471245404,-16.069660975403092,-0.14859354496002197,-0.02774650976061821,0.9646386504173279,-0.00031241774559020996,-0.01367226243019104,-0.00034966832026839256,43.40754318237305,13.627967834472656,15.264791488647461
0.1141519546508789,-1.5981633070493144,8.781175503592594,-16.09681439244848,-0.14835503697395325,-0.027515290305018425,0.9628108143806458,0.001252979040145874,-0.012823520228266716,0.00017804792150855064,44.601375579833984,14.139386177062988,15.589300155639648
0.12544989585876465,-1.6002540919872787,8.772084521807308,-16.122960356591285,-0.1488320678472519,-0.028440173715353012,0.9646386504173279,-0.00033508241176605225,-0.013033810071647167,-0.0008648233488202095,45.55644226074219,14.369047164916992,15.573283195495605
0.13709282875061035,-1.598554655544415,8.764981125070495,-16.146070301648024,-0.149786114692688,-0.0256655216217041,0.965781033039093,0.0001922808587551117,-0.01168116182088852,-0.0003246935084462166,46.32049560546875,14.552776336669922,15.560469627380371
0.14943480491638184,-1.6026394288332,8.756385332000033,-16.169053888205116,-0.14859354496002197,-0.029827497899532318,0.964410126209259,-0.0008509308099746704,-0.012438269332051277,-0.0008361600339412689,46.42482376098633,14.520286560058594,15.963655471801758
0.16106796264648438,-1.604246444278857,8.748747472960666,-16.189337842492762,-0.14930908381938934,-0.028208952397108078,0.965781033039093,-0.00031113624572753906,-0.012138551101088524,-0.0002967212349176407,46.50828552246094,14.494294166564941,16.286203384399414
0.1734168529510498,-1.6059529243543025,8.741677373396056,-16.209925740198475,-0.14859354496002197,-0.028208952397108078,0.9618968963623047,-0.00030363723635673523,-0.011326765641570091,-0.00028957147151231766,46.91299819946289,14.652974128723145,16.54424285888672
0.18529081344604492,-1.6068915417566503,8.734213684180526,-16.230056015229795,-0.1488320678472519,-0.02774650976061821,0.965552568435669,-0.00029632076621055603,-0.011573121882975101,0.00023669656366109848,47.23677062988281,14.77991771697998,16.750673294067383
0.19748401641845703,-1.6081609964469206,8.72874611774993,-16.252575148923327,-0.15026314556598663,-0.028208952397108078,0.963496208190918,0.00023010745644569397,-0.011813541874289513,-0.0008075879886746407,47.83373260498047,15.060946464538574,16.91581916809082
0.20912885665893555,-1.609920197045022,8.71951255576572,-16.276499594038587,-0.14763949811458588,-0.028671395033597946,0.9653240442276001,0.00022456422448158264,-0.012567458674311638,-0.0007881280034780502,48.311302185058594,15.28576946258545,17.047935485839844
0.22147202491760254,-1.612406706068024,8.711509281605757,-16.300635775018122,-0.1478780061006546,-0.029133835807442665,0.9662379622459412,-0.00030013546347618103,-0.0112260477617383,0.00026944419369101524,48.693355560302734,15.465627670288086,17.153627395629883
0.23312592506408691,-1.613551829971059,8.70282384230244,-16.32492734280127,-0.14668545126914978,-0.027977731078863144,0.964181661605835,-0.00029290467500686646,-0.010955540463328362,0.00026295147836208344,48.999000549316406,15.609514236450195,17.238182067871094
0.24548602104187012,-1.6145370847588334,8.697440799462823,-16.343278353553803,-0.14907057583332062,-0.028208952397108078,0.965095579624176,0.00023344159126281738,-0.01017226092517376,0.000256615225225687,49.07454299926758,15.365676879882812,17.030200958251953
0.2571289539337158,-1.6143279102155017,8.690146157429249,-16.357490269669306,-0.1478780061006546,-0.02659040503203869,0.9694367051124573,-0.0008107610046863556,-0.009927146136760712,-0.0013074399903416634,49.13497543334961,15.17060661315918,16.863815307617188
0.2694540023803711,-1.6138942999249117,8.687221982690838,-16.370117581897368,-0.149786114692688,-0.02659040503203869,0.9630392789840698,-0.00027193501591682434,-0.008649356663227081,-0.000756644643843174,49.352294921875,15.194024085998535,16.868518829345703
0.28108882904052734,-1.614389275196326,8.683694189984527,-16.38269025261207,-0.1500246226787567,-0.02728406898677349,0.9630392789840698,-0.00026538223028182983,-0.009998809546232224,-0.0017769932746887207,49.52614974975586,15.21275806427002,16.872282028198242
0.2934389114379883,-1.6137771194919637,8.680420821824798,-16.397955725407048,-0.14954760670661926,-0.026821626350283623,0.9639531970024109,0.0002603009343147278,-0.008719293400645256,-0.00017630262300372124,49.49626159667969,15.407218933105469,16.875293731689453
0.3050858974456787,-1.6171662807024652,8.676812774395739,-16.417683019277337,-0.14930908381938934,-0.029827497899532318,0.963496208190918,-0.0002652592957019806,-0.0090284813195467,-0.0006913449615240097,49.47235107421875,15.562787055969238,16.877702713012695
0.3174278736114502,-1.619220673538758,8.672092259905613,-16.43108214288161,-0.14859354496002197,-0.029133835807442665,0.9662379622459412,0.00026042014360427856,-0.008810927160084248,-0.0006746859289705753,49.622196197509766,15.32829475402832,16.879629135131836
0.3290698528289795,-1.6214159390266825,8.66922784932244,-16.439211775541217,-0.14930908381938934,-0.02890261448919773,0.9618968963623047,-0.00026514381170272827,-0.008598615415394306,-0.00013913773000240326,49.74207305908203,15.140701293945312,16.88117027282715
0.341594934463501,-1.6205614183284904,8.663773943270185,-16.447751219551026,-0.14740099012851715,-0.027052847668528557,0.965095579624176,0.0007798224687576294,-0.008391420356929302,-0.00013578496873378754,49.66899871826172,15.170099258422852,16.606779098510742
0.35323500633239746,-1.6205667544137794,8.659564839194164,-16.456391408851093,-0.14811652898788452,-0.02728406898677349,0.9662379622459412,-0.000277545303106308,-0.00766992662101984,0.0009060674346983433,49.610538482666016,15.193617820739746,16.387266159057617
